term,document_count,percent
vermutet zudem,9,1.5
linderung lokale,9,1.5
könnten,9,1.5
erschöpfbarkeit,9,1.5
alltäglichen,9,1.5
schmerzhafte verspannungen,9,1.5
wechselnde,9,1.5
zerebrale,9,1.5
tages,9,1.5
eigenen angaben,9,1.5
saphena magna,9,1.5
arthroskopie,9,1.5
leicht gelber,9,1.5
auftreten leiden,9,1.5
mutter alzheimer,9,1.5
stresssituationen,9,1.5
gelegentlich relevanten,9,1.5
leide herr,9,1.5
aufgenommen ausführliche,9,1.5
somatische colitis,9,1.5
helicobacter,9,1.5
gicht,9,1.5
jahren bestehendes,9,1.5
rissig dünner,9,1.5
zungenspitze zahneindrücke,9,1.5
zurückhaltender,9,1.5
bläulich rote,9,1.5
kälte feuchtigkeit,9,1.5
ziel,9,1.5
leicht schnell,8,1.4
aufnahmegespräch herr,8,1.4
stabilisierung,8,1.4
orthopädische,8,1.4
erhöhtem,8,1.4
energieverlust persistierende,8,1.4
persistierende brain,8,1.4
verstorben kardiovaskuläre,8,1.4
folgte,8,1.4
normalen,8,1.4
machtlos,8,1.4
einnimmt,8,1.4
ausgeglichen kalte,8,1.4
weiteren somatischen,8,1.4
schleudertrauma,8,1.4
waden,8,1.4
beschwerden äußern,8,1.4
phasen abruptem,8,1.4
spreizfuß,8,1.4
trockener,8,1.4
faktoren allergien,8,1.4
dienstags,8,1.4
subacromialis,8,1.4
bedingte,8,1.4
bestätigt,8,1.4
mutter gynäkologische,8,1.4
drückende schmerzen,8,1.4
schmerzen beschreibt,8,1.4
belastung deutlich,8,1.4
beschwerdelinderung dekristol,8,1.4
öffnen,8,1.4
abruptem,8,1.4
neurologische,8,1.4
melanom,8,1.4
traurig,8,1.4
jugendalter,8,1.4
kurzgefasst leidet,8,1.4
schmerzepisoden,8,1.4
vorgestellt vordergrund,8,1.4
hinzu schmerzen,8,1.4
kälte dagegen,8,1.4
besserung symptomatik,8,1.4
längere zeit,8,1.4
leiden treten,8,1.4
einschränkungen sinne,8,1.4
kognitive einschränkungen,8,1.4
risikofaktoren einschlafstörungen,8,1.4
colon,8,1.4
einschlafstörungen gestört,8,1.4
gynäkologische vier,8,1.4
müdigkeitssymptomatik zusätzlich,8,1.4
müdigkeitssyndrom chronische,8,1.4
schubartigen,8,1.4
rechts somatisch,8,1.4
wirke,8,1.4
leichtgradige,8,1.4
auftreten schmerzen,8,1.4
verstarb,8,1.4
schmerzen nacken,8,1.4
unruhe konzentration,8,1.4
kalt,8,1.4
durchfallneigung normal,8,1.4
unterlagen,8,1.4
leidensdruck,8,1.4
unteren rücken,8,1.4
linksseitigen,8,1.4
hypertonie hashimoto,8,1.4
herzinfarkt verstorben,8,1.4
halbe stunde,8,1.4
stunden lange,8,1.4
wärme verschlechterung,8,1.4
massage zudem,8,1.4
nahrungsergänzungsmittel bedarfsmedikation,8,1.4
körperhälfte leiden,8,1.4
verstärken schmerzen,8,1.4
dermatitis,8,1.4
knieschmerzen beidseits,8,1.4
lateralen,8,1.4
führen kälte,8,1.4
psychosomatischen beschwerdebild,8,1.4
dagegen verschlechterung,8,1.4
unspezifische,8,1.4
distale,8,1.4
lumbalbereich,8,1.4
woche auftreten,8,1.4
meniskus rechts,8,1.4
lupus,8,1.4
betonung,8,1.4
schwankend beziehungen,8,1.4
lungenembolie,8,1.4
chinesischen,8,1.4
schmerzen bestehen,8,1.4
vorübergehende besserung,8,1.4
dysfunktion,8,1.4
hausstauballergie,8,1.4
störung covid,8,1.4
allgemeines,8,1.4
schlafmangel,8,1.4
schwerpunkt,8,1.4
haselnuss,8,1.4
begleitet aufenthalt,8,1.4
teilweise innere,8,1.4
breiten,8,1.4
struma diffusa,8,1.4
charakter schmerzen,8,1.4
rechts leiden,8,1.4
chronische müdigkeitssymptomatik,8,1.4
zukunftsängste,8,1.4
luft bauch,8,1.4
zittern,8,1.4
problem stellen,8,1.4
fahrradunfall,8,1.4
schultergelenke,8,1.4
zugluft,8,1.4
beteiligung,8,1.4
progredienten,8,1.4
morgen,8,1.4
meistens geformt,8,1.4
zwei liter,8,1.4
beschwerdelinderung vitamin,8,1.4
jahren ausgeprägte,8,1.4
schmerzhaften,8,1.4
gedrückte,8,1.4
aufregung,8,1.4
vater parkinson,8,1.4
altersentsprechend körperlicher,8,1.4
rechts tinnitus,8,1.4
intermittierend vorhanden,8,1.4
attacke,8,1.4
ausstrahlung beine,8,1.4
intermittierenden ziehenden,8,1.4
seelisch schlaf,8,1.4
herzrhythmusstörungen,8,1.4
andauernde,8,1.4
drei vier,8,1.4
führen aufenthalt,8,1.4
mehrfacher,8,1.4
axiale,8,1.4
homöopathische,8,1.4
kältegefühl,8,1.4
small,8,1.4
erreicht leide,8,1.4
intermittierende ziehende,8,1.4
akut,8,1.4
polyarthritis,8,1.4
ziehend drückend,8,1.4
parietal,8,1.4
persönlichkeitsstörung,8,1.4
rheumatologischen,8,1.4
appedektomie,8,1.4
schulter leidet,8,1.4
zwei monaten,8,1.4
copd,8,1.4
täglichen,8,1.4
beschwerdelinderung euthyrox,8,1.4
struma nodosa,8,1.4
beschreibt ausgeprägte,8,1.4
somatische polyneuropathie,8,1.4
syndrom schulter,8,1.4
ausgebreitet,8,1.4
lichen ruber,8,1.4
somatische morbus,8,1.4
schmerzcharakter stechend,8,1.4
hitzeempfindlich,8,1.4
arbeitsfähigkeit einschlafstörungen,8,1.4
erstdiagnose,8,1.4
antibiotisch,8,1.4
ausstrahlt,8,1.4
bestehende beschwerden,8,1.4
berufliche belastung,8,1.4
vertrage,8,1.4
wesentliche,8,1.4
familie,8,1.4
schmerzausstrahlung,8,1.4
beispiel,8,1.4
behaftet,8,1.4
linderung ruhe,8,1.4
wieder beschwerden,8,1.4
schmerzen stechender,8,1.4
periode momentan,8,1.4
dagegen,8,1.4
hilfe,8,1.4
verschluss,8,1.4
hinweg,8,1.4
sjögren syndrom,8,1.4
treten belastung,8,1.4
ortoton,8,1.4
verstopfte,8,1.4
jucken,8,1.4
verla,8,1.4
remission,8,1.4
knoblauch,8,1.4
stunden anhalten,8,1.4
langes stehen,8,1.4
täglich alkoholkonsum,8,1.4
appetit gewichtsabnahme,8,1.4
antibiotisch behandelt,8,1.4
manuelle verschlechterung,8,1.4
zwei stunden,8,1.4
ruhe liegen,8,1.4
schmerzintensität beträgt,8,1.4
morgendlichen,8,1.4
einschränken,8,1.4
temporo,8,1.4
eingeschränkte,8,1.4
reagiere,8,1.4
gelinge,8,1.4
rechter,8,1.4
ausgeprägter müdigkeit,8,1.4
vater herzinfarkt,8,1.4
geformt normaler,8,1.4
langes sitzen,8,1.4
schlimmsten betroffen,8,1.4
verschlechtert erschöpft,8,1.4
kaltem,8,1.4
brustwirbelsäule,8,1.4
verbindung,8,1.4
neigt,8,1.4
reduzierter,8,1.4
treten kopfschmerzen,8,1.4
schaffen häufig,8,1.4
vegetativer,8,1.4
lateral,8,1.4
hinaus jahr,8,1.4
seitdem leide,8,1.4
dauerhafte attackenartig,8,1.4
woche kardiovaskuläre,8,1.4
keinerlei,8,1.4
entzündungen,8,1.4
aufnahmegespräch drei,8,1.4
rhinitis,8,1.4
gastrointestinalen,8,1.4
beginnen,8,1.4
jahreszeiten,8,1.4
abgeklärt,8,1.4
normal gewichtsabnahme,8,1.4
manuelle verschlechtern,8,1.4
wieder erschöpfungssymptomatik,8,1.4
glaukom,8,1.4
dreiviertel,8,1.4
strumektomie,8,1.4
deshalb,8,1.4
periode woche,8,1.4
leide zwanzig,8,1.4
dumpfe schmerzen,8,1.4
linken oberschenkel,8,1.4
oberschenkel schmerzqualität,8,1.4
führen kurzfristigen,8,1.4
aufzubauen beschwerdelinderung,8,1.4
kurzer,8,1.4
dreiviertel jahr,8,1.4
fingerpolyarthrose,8,1.4
übungen,8,1.4
kurzfristiger,8,1.4
sjögren,8,1.4
prostatakrebs mutter,8,1.4
links chronische,8,1.4
gedrückt schlaf,8,1.4
panikattacken,8,1.4
habe manchmal,8,1.4
schnell überfordert,8,1.4
fast ständig,8,1.4
soziale,8,1.4
gedrückte stimmung,8,1.4
befall,8,1.4
erfahre wärme,8,1.4
tilidin comp,8,1.4
handle dauerhafte,8,1.4
histaminintoleranz,8,1.4
verdauung,8,1.4
allergie penicillin,8,1.4
analgetika,8,1.4
zolpidem,8,1.4
bezeichnet,8,1.4
hocke,8,1.4
leiden handle,8,1.4
sekundärer,8,1.4
ganzkörperschmerzen rahmen,8,1.4
einzuschlafen,8,1.4
dauere,8,1.4
lactose,8,1.4
antriebslos,8,1.4
neurologischen,8,1.4
appedektomie nierenlager,8,1.4
vitamin bedarfsmedikation,8,1.4
müdigkeitssyndrom leiden,8,1.4
narbe appedektomie,8,1.4
milch,8,1.4
links somatisch,8,1.4
hätten schmerzen,8,1.4
schmerzlinderung wärme,8,1.4
verstopfte nase,8,1.4
erschöpfung deutlich,8,1.4
brustkrebs gynäkologische,8,1.4
allergischen,8,1.4
aktivitäten,8,1.4
medizin,8,1.4
einnehmen,8,1.4
hilft,8,1.4
fersensporn,8,1.4
ruber,8,1.4
mutter mamma,8,1.4
progesteron,8,1.4
herzerkrankung,8,1.4
nichts,8,1.4
bild,8,1.4
jahren morbus,8,1.4
jahren leide,8,1.4
intermittierendes einschlafen,8,1.4
einschlafen händen,8,1.4
leide muskulärer,8,1.4
thyroxin übliche,8,1.4
jahr diagnostizierten,8,1.4
frontal,8,1.4
eindeutig,8,1.4
durgeführte,8,1.4
hinten,8,1.4
behandlungsbedürftiges,8,1.4
persistieren,8,1.4
sitzen liegen,8,1.4
laufen,8,1.4
auftraten,8,1.4
ovarialzyste,8,1.4
erheblich beeinträchtigt,8,1.4
ursächlich überlastungssituation,8,1.4
eineinhalb,8,1.4
merklich reduziert,8,1.4
gedrückt beschreibt,8,1.4
erschöpfungsgefühl belastungsgrenze,8,1.4
sinne kognitiven,8,1.4
kälte wind,8,1.4
vier wochen,8,1.4
brainfog,8,1.4
großen,8,1.4
stuhl geformt,8,1.4
gehäuft nykturie,8,1.4
darmkrebs kardiovaskuläre,8,1.4
bereiten,8,1.4
erreicht fühle,8,1.4
zugespitzt schmerzen,8,1.4
temporal,8,1.4
kortikosteroiden,8,1.4
schnell nierenpuls,8,1.4
adhäsiolyse,8,1.4
lymphödem,8,1.4
panikstörung,8,1.4
verbessern,8,1.4
habe wenig,8,1.4
unauffällig nykturie,8,1.4
wärmeempfindlich,8,1.4
umkreis,8,1.4
schildert wiederkehrende,8,1.4
protrusion,8,1.4
cortison,8,1.4
frühere,8,1.4
unmittelbar,8,1.4
diskrete,8,1.4
bedarfsmedikation übliche,8,1.4
müdigkeitssyndrom tinnitus,8,1.4
zwei fehlgeburten,8,1.4
gewichtszunahme letzten,8,1.4
kopfschmerzarten auftreten,8,1.4
diffusa,8,1.4
tabletten,8,1.4
nasenpolypen,8,1.4
humeri,8,1.4
bauchdecke weich,8,1.4
abruptem energieverlust,8,1.4
ziehender schmerzcharakter,8,1.4
zwischenmenschlichen,8,1.4
verloren,8,1.4
schließlich,8,1.4
unruhe beziehungen,7,1.2
eher kälteempfindlich,7,1.2
magnesium bedarfsmedikation,7,1.2
brainfog konzentrationsstörungen,7,1.2
händen füßen,7,1.2
wortfindungsstörungen begleitet,7,1.2
habe spüre,7,1.2
gewicht schwankend,7,1.2
drehschwindel,7,1.2
durchgehend,7,1.2
trocken,7,1.2
zwei kopfschmerzarten,7,1.2
anwendung,7,1.2
chronic,7,1.2
prostatitis,7,1.2
führen zudem,7,1.2
naproxen übliche,7,1.2
form brainfog,7,1.2
merkfähigkeitsstörungen zudem,7,1.2
fersenschmerzen,7,1.2
kiefer,7,1.2
jahr vermehrt,7,1.2
karpaltunnelsyndrom,7,1.2
ulnaris,7,1.2
neuroforamenstenose,7,1.2
hausärztin,7,1.2
foramenstenose,7,1.2
permanenten,7,1.2
stationären komplexen,7,1.2
sensomotorische,7,1.2
calcium,7,1.2
helfen,7,1.2
weiteres behandlungsbedürftiges,7,1.2
stärksten ausgeprägt,7,1.2
abzuschalten,7,1.2
buscopan,7,1.2
insomnie somatisch,7,1.2
mellitus vater,7,1.2
behandlungsbedürftiges problem,7,1.2
schlaganfall vater,7,1.2
beschwerden verdauungsstörungen,7,1.2
systemische,7,1.2
sklerose,7,1.2
atmen,7,1.2
treten woche,7,1.2
falle,7,1.2
nächtliche,7,1.2
wintermonaten,7,1.2
explantation,7,1.2
zeige,7,1.2
altersentsprechenden,7,1.2
rachenring,7,1.2
euthyreote stoffwechsellage,7,1.2
unterarm,7,1.2
dunkelheit,7,1.2
linken auge,7,1.2
sozialen beziehungen,7,1.2
zuvor erreicht,7,1.2
schneller zuvor,7,1.2
ruheschmerzen,7,1.2
befand zuletzt,7,1.2
hypertonie beschwerden,7,1.2
wieder auftretenden,7,1.2
leiden jahren,7,1.2
abhängig linderung,7,1.2
multiple allergien,7,1.2
hinaus besteht,7,1.2
belastung linderung,7,1.2
candesartan amlodipin,7,1.2
altersentsprechendem schlankem,7,1.2
star,7,1.2
nachtschlaf,7,1.2
aufgaben,7,1.2
betreuung,7,1.2
ergeben,7,1.2
kopfbereich,7,1.2
hilfreich,7,1.2
geburten zwei,7,1.2
planus,7,1.2
bandscheibenvorfall höhe,7,1.2
aurium reizdarmsyndrom,7,1.2
hals rachenring,7,1.2
rachenring schleimhäute,7,1.2
pfeifton vorhanden,7,1.2
eingriffe,7,1.2
vergangenen jahr,7,1.2
schmerzen stechendem,7,1.2
käme,7,1.2
hitzeempfindlich energieniveau,7,1.2
stent,7,1.2
beeinflussen,7,1.2
magnesium verla,7,1.2
chronischen müdigkeitssyndrom,7,1.2
zusätzlich schmerzen,7,1.2
brustkrebs vater,7,1.2
verringert tagestrinkmenge,7,1.2
kurzfristiger besserung,7,1.2
bandscheibenvorfall links,7,1.2
würde kurzfristiger,7,1.2
beschwerden deutlich,7,1.2
rahmen diagnostizierten,7,1.2
beschwerden lindern,7,1.2
multilokulären schmerzen,7,1.2
ruhe habe,7,1.2
tavor,7,1.2
deutlich verstärken,7,1.2
kleiner,7,1.2
regensburg,7,1.2
alltägliche,7,1.2
azathioprin,7,1.2
extremitäten schmerzen,7,1.2
erschöpfungssymptomatik habe,7,1.2
senk,7,1.2
sprunggelenks,7,1.2
vitamin komplex,7,1.2
gesteigert,7,1.2
arzt,7,1.2
jährlich,7,1.2
drehen,7,1.2
regelmäßiger,7,1.2
unterschenkeln,7,1.2
allergische rhinitis,7,1.2
atorvastatin übliche,7,1.2
stimmung beziehungen,7,1.2
beiderseits,7,1.2
nasennebenhöhlen,7,1.2
mesalazin,7,1.2
ausgeprägtem,7,1.2
dauern jeweils,7,1.2
kurzeitige,7,1.2
atopisches,7,1.2
würden schlimmsten,7,1.2
blockade,7,1.2
erreicht konzentrationsstörungen,7,1.2
sorbit,7,1.2
beschwerden chronischen,7,1.2
bereich leide,7,1.2
jahr erschöpfungssymptomatik,7,1.2
anspannung bereich,7,1.2
untersucht,7,1.2
braunes,7,1.2
haarausfall,7,1.2
nachgewiesen,7,1.2
nachhaltige,7,1.2
uteri,7,1.2
autonome,7,1.2
laparoskopie,7,1.2
primär,7,1.2
faktoren rezidivierende,7,1.2
covid impfstatus,7,1.2
sprunggelenk rechts,7,1.2
wärmeempfindlich energieniveau,7,1.2
nierenlager wirbelsäle,7,1.2
wirbelsäle klopfdolent,7,1.2
schwitzen eher,7,1.2
demenz kardiovaskuläre,7,1.2
leistenhernie rechts,7,1.2
stechenden schmerz,7,1.2
jahren besteht,7,1.2
fühle fast,7,1.2
jodid,7,1.2
beschwerden aufenthalt,7,1.2
ausstrahlung hinterkopf,7,1.2
ziehendem stechendem,7,1.2
gehen stehen,7,1.2
beschwerden leide,7,1.2
verlaufskontrolle,7,1.2
manifestieren,7,1.2
übelkeit begleitet,7,1.2
erheblich verschlechtert,7,1.2
erheblich durchschlafstörungen,7,1.2
seien gesamte,7,1.2
mutter rheuma,7,1.2
würde angenehme,7,1.2
zungengrund pulse,7,1.2
rechte schulter,7,1.2
hand fingergelenke,7,1.2
chronischem,7,1.2
pause,7,1.2
klagt ausgeprägtes,7,1.2
verlangsamung merkfähigkeitsstörungen,7,1.2
erythema,7,1.2
durchgemachter,7,1.2
eliquis,7,1.2
schlapp müde,7,1.2
vater jahren,7,1.2
genaue,7,1.2
kuhmilchprodukte,7,1.2
ptbs,7,1.2
fußsohle,7,1.2
therapieversuche,7,1.2
substituiert,7,1.2
carotis,7,1.2
makuladegeneration,7,1.2
rheumatische,7,1.2
trockene,7,1.2
arthroskopische,7,1.2
depression gynäkologische,7,1.2
sowohl ruhe,7,1.2
leidet schmerzen,7,1.2
katarakt,7,1.2
progredient,7,1.2
beinen linksbetont,7,1.2
hypercholesterinämie arbeitsfähigkeit,7,1.2
rheumatische erkrankung,7,1.2
jahren rezidivierenden,7,1.2
würden beschwerden,7,1.2
entzündlich rheumatische,7,1.2
familiären umkreis,7,1.2
bedarfsmedikation ibuflam,7,1.2
kontext habe,7,1.2
deutlich früher,7,1.2
habe beziehungen,7,1.2
belastung kälte,7,1.2
hüfteschmerzen links,7,1.2
vorhanden aufenthalt,7,1.2
manuelle würde,7,1.2
körperlich angespannt,7,1.2
migräne tage,7,1.2
zervikobrachialgien schmerzen,7,1.2
lupus erythematodes,7,1.2
erzielt,7,1.2
gefäßerkrankung,7,1.2
adipösen,7,1.2
unteren extremität,7,1.2
schnell gereizt,7,1.2
analogskala punkte,7,1.2
polyneuropathie syndrom,7,1.2
schritte,7,1.2
hypertonie adipositas,7,1.2
abgeschlagen,7,1.2
beklagt,7,1.2
abzuschalten ruhe,7,1.2
neun,7,1.2
kraftminderung,7,1.2
beziehungsweise,7,1.2
fingergelenkschmerzen,7,1.2
bereich unteren,7,1.2
durstgefühl vermehrt,7,1.2
stabil,7,1.2
krankheit,7,1.2
symptomatik deutlich,7,1.2
raum,7,1.2
zusammen,7,1.2
beeinträchtigt teilweise,7,1.2
obstipation durst,7,1.2
pflasterallergie,7,1.2
rheumatologische,7,1.2
kommen stimmung,7,1.2
atherosklerose,7,1.2
einigermaßen,7,1.2
wein,7,1.2
beeinträchtigen,7,1.2
erfährt lokale,7,1.2
rheumatologen,7,1.2
ezetimib,7,1.2
langjährige,7,1.2
gegenständen,7,1.2
wert,7,1.2
lindern zudem,7,1.2
unklare,7,1.2
müdigkeit erhöhtes,7,1.2
besserung ruhe,7,1.2
bestehe gefühl,7,1.2
erheblich verschlimmert,7,1.2
erreicht spüre,7,1.2
zukunft,7,1.2
nachgelassen,7,1.2
erhöht,7,1.2
lipödem,7,1.2
wesentlicher,7,1.2
müdigkeitssyndroms,7,1.2
heute,7,1.2
fehlgeburt,7,1.2
urtikaria,7,1.2
bestehende chronische,7,1.2
begleitend bestehe,7,1.2
schulter schmerzen,7,1.2
menopause fünf,7,1.2
medikamentös behandelt,7,1.2
ständig angespannt,7,1.2
fühle nahezu,7,1.2
psychisch stimmung,7,1.2
urlaub,7,1.2
verspürte,7,1.2
zurückgezogen zudem,7,1.2
sozialen kontext,7,1.2
erschöpft fühlen,7,1.2
regeneration,7,1.2
besserung erfahre,7,1.2
leide gedrückte,7,1.2
mehrere lokalisationen,7,1.2
hals lendenwirbelsäule,7,1.2
schmerzen gesamten,7,1.2
momentan kardiovaskuläre,7,1.2
verspannung zudem,7,1.2
armen beinen,7,1.2
reduziert seien,7,1.2
stechender schmerzqualität,7,1.2
abort,7,1.2
stehe,7,1.2
stand,7,1.2
begleitsymptomatik,7,1.2
übergang,7,1.2
hüftgelenk,7,1.2
leide fünf,7,1.2
zunehmenden schmerzen,7,1.2
belastung auftreten,7,1.2
häufig bestehe,7,1.2
anhaltendes,7,1.2
duftstoffe,7,1.2
fusion,7,1.2
schmerzlindernd,7,1.2
ruptur,7,1.2
koronare gefäßerkrankung,7,1.2
umfangreiche,7,1.2
angstsymptomatik,7,1.2
nsar,7,1.2
schmerzen pochenden,7,1.2
auslösende,7,1.2
rückläufig,7,1.2
benennt,7,1.2
depressionen behaftet,7,1.2
entwickelt depressionen,7,1.2
jahren ängste,7,1.2
tragen gegenständen,7,1.2
gefühlsstörungen,7,1.2
dennoch,7,1.2
letzten drei,7,1.2
empfunden schmerzlindernde,7,1.2
gehirntumor,7,1.2
laktoseunverträglichkeit,7,1.2
innerlich unruhig,7,1.2
ruhe wärme,7,1.2
genannten beschwerden,7,1.2
schmerzen belastung,7,1.2
lendenwirbelsäule schmerzen,7,1.2
somatoforme autonome,7,1.2
erlebt,7,1.2
kribbelgefühl,7,1.2
leiden letzten,7,1.2
autonome funktionsstörung,7,1.2
reizdarmsyndroms,7,1.2
problem stellt,7,1.2
familiäre situation,7,1.2
pantoprazol bedarfsmedikation,7,1.2
tagestrinkmenge zwei,7,1.2
zusammenhang erwähnt,7,1.2
spezielle hause,7,1.2
finger handgelenken,7,1.2
drückend empfunden,7,1.2
belastungsgrenze schneller,7,1.2
mehre jahren,7,1.2
ängste entwickelt,7,1.2
intermittierenden dorsalgien,7,1.2
fußgelenke,7,1.2
trat,7,1.2
richtige,7,1.2
leide schmerzen,7,1.2
sowohl berufliche,7,1.2
photophobie,7,1.2
arthrotische,7,1.2
besonderheiten arterielle,7,1.2
mutter arterieller,7,1.2
stark erschöpft,7,1.2
alltagstätigkeiten,7,1.2
milder,7,1.2
beeinträchtigung,7,1.2
stetig,7,1.2
antikoagulation,7,1.2
migräneattacke,7,1.2
seien betroffen,7,1.2
deutlich zunehmen,7,1.2
beklagen sowohl,7,1.2
fühle überwiegend,7,1.2
auswurf,7,1.2
konzentrations gedächtnisstörungen,7,1.2
deutlicher verschlechterung,7,1.2
leide wieder,7,1.2
bursitis subacromialis,7,1.2
empfinde meist,7,1.2
meist wärme,7,1.2
citalopram,7,1.2
rezidivierend auftretende,7,1.2
schmerzen wechselnd,7,1.2
rechte linke,7,1.2
schmerzbedingt körperlicher,7,1.2
fahrradsturz,7,1.2
partieller,7,1.2
näher,7,1.2
tierhaare,7,1.2
besonders betroffen,7,1.2
hypästhesie,7,1.2
empfunden hinaus,7,1.2
wieder bessere,7,1.2
überwiegend energielos,7,1.2
betreffen schmerzen,7,1.2
schmerzen nehmen,7,1.2
schmerzen körperregionen,7,1.2
bringt,7,1.2
hyperparathyreoidismus,7,1.2
untere rechte,7,1.2
körperregionen obere,7,1.2
wechselnd schmerzverstärkend,7,1.2
obere untere,7,1.2
stuhlgang geformt,7,1.2
links operativ,7,1.2
behandelt zudem,7,1.2
verspannung teilweise,7,1.2
beziehungen zurückhaltender,7,1.2
zwischenmenschlichen beziehungen,7,1.2
lindernd empfinde,7,1.2
aufgetretene,7,1.2
erneuten,7,1.2
größtenteils,7,1.2
erythematodes,7,1.2
breitet,7,1.2
mellitus mutter,7,1.2
osteoporose somatisch,7,1.2
punkte punkte,7,1.2
nüsse,7,1.2
verschlechterung belastung,7,1.2
osteopenie,7,1.2
impfstatus,7,1.2
diagnostiziert konservativ,7,1.2
lokale wärmeanwendung,7,1.2
wirkt,7,1.2
handgelenk,7,1.2
zeitlichen,7,1.2
unterbrochen,7,1.2
plattenosteosynthese,7,1.2
stark wetteranfällig,7,1.2
verstopfungsneigung durstgefühl,7,1.2
novalgin übliche,7,1.2
schwindelsymptomatik,7,1.2
latente,7,1.2
vermutet hinaus,7,1.2
manuelle führen,7,1.2
medialen,7,1.2
einigen jahren,7,1.2
syndrom cpap,7,1.2
jahren wiederholt,7,1.2
zweimaliger,7,1.2
extrasystolie,7,1.2
habe stimmung,7,1.2
seien erheblich,7,1.2
zwei jahre,7,1.2
habe jahr,7,1.2
oberflächlich,7,1.2
solchen,7,1.2
verrichtungen,7,1.2
schulterblätter,7,1.2
stimmung meistens,7,1.2
intensität hinaus,7,1.2
hielten,7,1.2
verstopfungsneigung wenig,7,1.2
beeinträchtigt hinsichtlich,7,1.2
beschwerden hätten,7,1.2
beschwerden bestünden,7,1.2
morgendlichen steifigkeit,7,1.2
beschwerdebild stationären,7,1.2
stationären vorgestellt,7,1.2
somatisch komplexen,7,1.2
vorliegenden befunden,7,1.2
geführt habe,7,1.2
gelegentliche schmerzen,7,1.2
nackenbeschwerden,7,1.2
gelenke seien,7,1.2
arbeitsunfähig,7,1.2
hypertonie übergewicht,7,1.2
chronischen gelenkbeschwerden,7,1.2
gestresst konzentrationsschwäche,7,1.2
bereich brustwirbelsäule,7,1.2
verspannung spannungskopfschmerzen,7,1.2
treten häufig,7,1.2
toilette,7,1.2
polyarthrose syndrom,7,1.2
empfunden wärme,7,1.2
manuelle kurzzeitig,7,1.2
ausgehend,7,1.2
hinaus klagte,7,1.2
qualität seien,7,1.2
unverträglichkeit gegenüber,7,1.2
wetteranfällig,7,1.2
zudem jahr,7,1.2
mitunter,7,1.2
fällen,7,1.2
kindesalter,7,1.2
bevorzugt,7,1.2
fleckig dünner,7,1.2
taubheitsgefühlen,7,1.2
abdomen bauchdecke,7,1.2
zart nierenpuls,7,1.2
wärme krankengymnastik,7,1.2
energieniveau stimmung,7,1.2
eferox,7,1.2
grades,7,1.2
euthyreote,7,1.2
jahr allergien,7,1.2
schmerzen schmerzen,7,1.2
herzrasen,7,1.2
stechender schmerzcharakter,7,1.2
stechenden schmerzcharakter,7,1.2
fructose,7,1.2
stationären erschöpfungszustand,6,1.0
reduziert teilweise,6,1.0
jahren jahren,6,1.0
großvater,6,1.0
weit,6,1.0
emotionaler instabilität,6,1.0
ambulant,6,1.0
grund stationären,6,1.0
generalisierte angststörung,6,1.0
jahren nackenschmerzen,6,1.0
außenseite,6,1.0
durst trinkmenge,6,1.0
hüft links,6,1.0
lang anhalten,6,1.0
ventraler,6,1.0
ängsten,6,1.0
radialis,6,1.0
normal arbeitsfähigkeit,6,1.0
links jahren,6,1.0
konzentrationsstörungen wortfindungsstörungen,6,1.0
links schulter,6,1.0
phasen schmerzen,6,1.0
kommt stationären,6,1.0
händen zudem,6,1.0
fußheberparese,6,1.0
spondylose,6,1.0
verändert,6,1.0
allergie nickel,6,1.0
ziehende empfunden,6,1.0
beschwerdelinderung venlafaxin,6,1.0
vegetativen,6,1.0
seropositive,6,1.0
zehengelenke,6,1.0
subdeltoidea,6,1.0
verletzung,6,1.0
beider füße,6,1.0
hinaus bestehen,6,1.0
bereich beider,6,1.0
ehemannes,6,1.0
steifigkeitsgefühl,6,1.0
handflächen,6,1.0
rückenbereich,6,1.0
zusätzlich verstärkt,6,1.0
steifigkeit begleitet,6,1.0
dumpfe empfunden,6,1.0
überlastung lindernd,6,1.0
fast kalte,6,1.0
kälteempfindlich fast,6,1.0
aufenthalt jahr,6,1.0
rahmen psoriasis,6,1.0
befallen schmerzen,6,1.0
bedarfsmedikation etoricoxib,6,1.0
creme übliche,6,1.0
nierenkrebs,6,1.0
finger handgelenke,6,1.0
hypertrophe,6,1.0
serologisch,6,1.0
verdauungsprobleme,6,1.0
erheblich eingeschränkt,6,1.0
gedrückt konzentration,6,1.0
fibromyalgiesyndrom syndrom,6,1.0
fünf sechs,6,1.0
ausgeprägter nacken,6,1.0
braunes pflaster,6,1.0
haltung,6,1.0
entspricht,6,1.0
jahren leidet,6,1.0
manchmal fühle,6,1.0
leiden schlimmsten,6,1.0
psychische überlastung,6,1.0
schweißausbrüche,6,1.0
näher bezeichnet,6,1.0
konstant verstopfungsneigung,6,1.0
covid impfung,6,1.0
temperaturtoleranz sowohl,6,1.0
stressbelasteten situationen,6,1.0
harnwegsinfekte,6,1.0
psoriasisarthritis,6,1.0
habe seither,6,1.0
tachykardie,6,1.0
schlafapnoesyndrom cpap,6,1.0
wetterumschwung,6,1.0
gingen,6,1.0
frösteln,6,1.0
schmerzen füßen,6,1.0
nennt stress,6,1.0
gesundheitliche,6,1.0
lindernde,6,1.0
mutation,6,1.0
traditionellen,6,1.0
pflasterallergie nikotinkonsum,6,1.0
