term,document_count,percent
ausgeprägten erschöpfungszuständen erhebliche kognitiver,2,0.3
erschöpfungszuständen erhebliche kognitiver,2,0.3
wortfindungsstörungen begleitet beschwerden,2,0.3
müdigkeitssyndrom post covid syndrom,2,0.3
erschöpfungszuständen erhebliche kognitiver einschränkungen,2,0.3
neben ausgeprägten erschöpfungszuständen erhebliche,2,0.3
psychophysischen erschöpfung fügt hinzu,2,0.3
neben ausgeprägten erschöpfungszuständen,2,0.3
erschöpfungszuständen erhebliche,2,0.3
müdigkeitssyndrom post covid,2,0.3
chronisches müdigkeitssyndrom post,2,0.3
ausgeprägten erschöpfungszuständen,2,0.3
ausgeprägten erschöpfungszuständen erhebliche,2,0.3
einschränkungen form brainfog konzentrationsstörungen,2,0.3
erschöpfung fügt hinzu probleme,2,0.3
post covid syndrom,2,0.3
ausgeprägten psychophysischen erschöpfung fügt,2,0.3
konzentrationsstörungen wortfindungsstörungen begleitet beschwerden,2,0.3
erschöpfung fügt hinzu,2,0.3
wortfindungsstörungen begleitet beschwerden einer,2,0.3
zehn jahren erschöpfungssymptomatik,2,0.3
gonarthrose diagnostiziert energie kraft,2,0.3
gonarthrose diagnostiziert energie,2,0.3
jahren erschöpfungssymptomatik einem,2,0.3
jahren erschöpfungssymptomatik einem jahr,2,0.3
erschöpfungssymptomatik einem jahr verschlechtern,2,0.3
aufnahmegespräch zehn jahren erschöpfungssymptomatik,2,0.3
erschöpfungssymptomatik einem,2,0.3
erschöpfungssymptomatik einem jahr,2,0.3
gonarthrose diagnostiziert,2,0.3
chronisches müdigkeitssyndrom post covid,2,0.3
erschöpfung fügt,2,0.3
chronische epicondylitis humeri radialis,2,0.3
syndrom rechten schulter diagnostiziert,2,0.3
synovialitis,2,0.3
syndrom mäßigen degenerationen,2,0.3
dorsalgien bereich lendenwirbelsäule jahr,2,0.3
dorsalgien bereich lendenwirbelsäule,2,0.3
bestehende dorsalgien bereich lendenwirbelsäule,2,0.3
erschöpfungssymptomatik beschreibt,2,0.3
konzentrationsstörung,2,0.3
gleichgewichtsstörung,2,0.3
zehn jahren erschöpfungssymptomatik einem,2,0.3
ausgeprägten durchschlafstörungen hinaus,2,0.3
omarthrose,2,0.3
psychophysischen erschöpfung fügt,2,0.3
müdigkeitssyndrom post,2,0.3
erschöpfungszuständen,2,0.3
synovialitis gelenkerguss,2,0.3
impingement syndrom rechten schulter,2,0.3
jahren hier syndrom,2,0.3
chronische epicondylitis humeri,2,0.3
humeri radialis rechts synovialitis,2,0.3
degenerationen stenose diagnostiziert,2,0.3
durchgeführt hypertrophe gelenkarthrose impingement,2,0.3
januar durchgeführt hypertrophe gelenkarthrose,2,0.3
hier syndrom,2,0.3
februar chronische epicondylitis,2,0.3
erschöpfungssymptomen sein antrieb leitungsfähigkeit,2,0.3
chronische epicondylitis,2,0.3
degenerationen stenose diagnostiziert schmerzcharakter,2,0.3
durchschlafstörungen hinaus,2,0.3
gelenkarthrose,2,0.3
gelenkarthrose impingement,2,0.3
stechend empfunden gefühlsstörungen,2,0.3
mittelfrequente pfeifen tinnitus,2,0.3
einer erschöpfungssymptomatik symptomatik,2,0.3
sinusitis jahren,2,0.3
stechend empfunden gefühlsstörungen bereich,2,0.3
hinaus jahren einem tinnitus,2,0.3
gonarthrose schmerzen,2,0.3
kopfschmerzen treten woche halten,2,0.3
jahren gonarthrose,2,0.3
durchschlafstörungen früheres erwachen,2,0.3
schlaf durchschlafstörungen früheres,2,0.3
schlaf durchschlafstörungen früheres erwachen,2,0.3
durchschlafstörungen früheres,2,0.3
durchschlafstörungen früheres erwachen gestört,2,0.3
syndrom mäßigen,2,0.3
bestünden jahren hier syndrom,2,0.3
ziehend stechend empfunden gefühlsstörungen,2,0.3
rechts synovialitis gelenkerguss,2,0.3
jahren hier syndrom mäßigen,2,0.3
mäßigen degenerationen stenose diagnostiziert,2,0.3
rechts synovialitis gelenkerguss rechter,2,0.3
stenose diagnostiziert schmerzcharakter stechend,2,0.3
gelenkarthrose impingement syndrom,2,0.3
mäßigen degenerationen stenose,2,0.3
radialis rechts synovialitis,2,0.3
synovialitis gelenkerguss rechter,2,0.3
hypertrophe gelenkarthrose impingement,2,0.3
rechts synovialitis,2,0.3
gelenkarthrose impingement syndrom rechten,2,0.3
hypertrophe gelenkarthrose,2,0.3
stenose diagnostiziert schmerzcharakter,2,0.3
hier syndrom mäßigen,2,0.3
durchschlafstörungen gestört chronischen,2,0.3
schlaf durchschlafstörungen gestört chronischen,2,0.3
einer fingerpolyarthrose,2,0.3
rahmen einer fingerpolyarthrose,2,0.3
beschwerden rahmen einer fingerpolyarthrose,2,0.3
eines sjögren syndroms,2,0.3
sjögren syndroms,2,0.3
dröhnend tinnitus,2,0.3
täglichen kopfschmerzen,2,0.3
mittelfrequente pfeifen tinnitus nacht,2,0.3
gefühlsstörungen bereich ring,2,0.3
gefühlsstörungen bereich ring mittelfingers,2,0.3
zusätzlich konzentrationsstörungen merkfähigkeitsstörungen schlaf,2,0.3
ansonsten mittelfrequente pfeifen tinnitus,2,0.3
empfunden gefühlsstörungen bereich ring,2,0.3
jahren einer erschöpfungssymptomatik symptomatik,2,0.3
durchgeführt hypertrophe gelenkarthrose,2,0.3
epicondylitis humeri radialis rechts,2,0.3
degenerationen stenose,2,0.3
hypertrophe gelenkarthrose impingement syndrom,2,0.3
synovialitis gelenkerguss rechter ellenbogen,2,0.3
hier syndrom mäßigen degenerationen,2,0.3
epicondylitis humeri radialis,2,0.3
syndrom mäßigen degenerationen stenose,2,0.3
jahren erschwerend lactoseintoleranz hinzu,2,0.3
lactoseintoleranz,2,0.3
bandscheibenvorfall bereich chronischen dorsalgien,2,0.3
prämenstruellen syndroms komme regelmäßig,2,0.3
diagnostizierten polyarthrose,2,0.3
vermehrter appetit schlafstörungen beschrieben,2,0.3
prämenstruellen syndroms,2,0.3
jahren fibromyalgie,2,0.3
schlafstörungen beschrieben,2,0.3
einer diagnostizierten polyarthrose,2,0.3
unterbauchschmerzen vermehrter appetit schlafstörungen,2,0.3
syndroms komme,2,0.3
einer diagnostizierten polyarthrose zwei,2,0.3
vermehrter appetit schlafstörungen,2,0.3
syndroms komme regelmäßig,2,0.3
polyarthrose zwei kniegelenke prothesen,2,0.3
prämenstruellen syndroms komme,2,0.3
appetit schlafstörungen,2,0.3
syndroms komme regelmäßig reizbarkeit,2,0.3
februar chronische epicondylitis humeri,2,0.3
diagnostiziert februar chronische epicondylitis,2,0.3
radialis rechts synovialitis gelenkerguss,2,0.3
syndrom rechten schulter,2,0.3
stenose diagnostiziert,2,0.3
treten migräneanfälle zweimal,2,0.3
migräneanfälle zweimal,2,0.3
konzentrations merkfähigkeitsstörungen fühle,2,0.3
merkfähigkeitsstörungen fühle,2,0.3
appetit schlafstörungen beschrieben,2,0.3
eines prämenstruellen syndroms,2,0.3
sinne eines prämenstruellen syndroms,2,0.3
schlafstörungen beschrieben beschwerden bessern,2,0.3
rahmen einer diagnostizierten polyarthrose,2,0.3
schlafstörungen beschrieben beschwerden,2,0.3
polyarthrose zwei kniegelenke,2,0.3
diagnostizierten polyarthrose zwei,2,0.3
diagnostizierten polyarthrose zwei kniegelenke,2,0.3
appetit schlafstörungen beschrieben beschwerden,2,0.3
polyarthrose zwei,2,0.3
eines prämenstruellen syndroms komme,2,0.3
lactoseintoleranz hinzu verträgliche,2,0.3
dorsalgien intermittierende,2,0.3
eines reizdarmsyndroms jahren,2,0.3
erschöpfungssyndrom verbunden diversen psychosomatischen,2,0.3
dorsalgien intermittierende beschwerden ziehendem,2,0.3
ausgeprägten psychophysischen erschöpfungssyndrom verbunden,2,0.3
bereich chronischen dorsalgien,2,0.3
erschöpfungssyndrom verbunden,2,0.3
erschwerend lactoseintoleranz,2,0.3
morgentiefe konzentrations merkfähigkeitsstörungen,2,0.3
lactoseintoleranz hinzu verträgliche nahrungsmittel,2,0.3
bereich chronischen dorsalgien intermittierende,2,0.3
reizdarmsyndroms jahren erschwerend lactoseintoleranz,2,0.3
morgentiefe konzentrations merkfähigkeitsstörungen beziehungen,2,0.3
erschwerend lactoseintoleranz hinzu,2,0.3
erreicht konzentrationsstörungen stimmung schwankend,2,0.3
psychophysischen erschöpfungssyndrom,2,0.3
psychophysischen erschöpfungssyndrom verbunden,2,0.3
lactoseintoleranz hinzu,2,0.3
bedrückt morgentiefe konzentrations merkfähigkeitsstörungen,2,0.3
jahren erschwerend lactoseintoleranz,2,0.3
reizdarmsyndroms jahren,2,0.3
verdauungsbeschwerden sinne eines reizdarmsyndroms,2,0.3
erschwerend lactoseintoleranz hinzu verträgliche,2,0.3
eines reizdarmsyndroms jahren erschwerend,2,0.3
einem ausgeprägten psychophysischen erschöpfungssyndrom,2,0.3
dorsalgien intermittierende beschwerden,2,0.3
polyneuropathie diagnostiziert,2,0.3
kolitis,2,0.3
intermittierenden kopfschmerzen,2,0.3
konzentrationsstörungen stimmung schwankend,2,0.3
erschöpfungssyndrom verbunden diversen,2,0.3
erschöpfungssymptomatik antrieb,2,0.3
erschöpfungssymptomatik antrieb leistungsfähigkeit,2,0.3
verdauungsstörungen dreißig jahren,2,0.3
verdauungsstörungen dreißig,2,0.3
fortgeschrittene arthrose,2,0.3
arthrose diagnostiziert schmerzen,2,0.3
hemiparese,2,0.3
psychosyndrom,2,0.3
beschwerden zwanzig jahren dorsalgien,2,0.3
fünf jahren tinnitus,2,0.3
fünf jahren tinnitus aurium,2,0.3
sinne eines reizdarmsyndroms jahren,2,0.3
reizdarmsyndroms jahren erschwerend,2,0.3
ausgeprägten psychophysischen erschöpfungssyndrom,2,0.3
chronischen dorsalgien intermittierende beschwerden,2,0.3
chronischen dorsalgien intermittierende,2,0.3
syndrom schultergelenk,2,0.3
syndrom zurzeit behandlungsbedürftig entfernung,2,0.3
müdigkeit abgeschlagenheit einem erschöpfungsgefühl,2,0.3
familienanamnese arterielle hypertonie vegetative,2,0.3
vater diabetes mellitus,2,0.3
durchschlafstörungen unterbrochen,2,0.3
intermittierenden zervikobrachialgien schmerzen ziehenden,2,0.3
intermittierenden zervikobrachialgien schmerzen,2,0.3
jahren intermittierenden zervikobrachialgien schmerzen,2,0.3
schlaf durchschlafstörungen gestört befindet,2,0.3
einer erschöpfungssymptomatik antrieb,2,0.3
erschöpfungssymptomatik antrieb leistungsfähigkeit reduziert,2,0.3
einer erschöpfungssymptomatik antrieb leistungsfähigkeit,2,0.3
trigeminusneuralgie,2,0.3
trigeminusneuralgie rechts,2,0.3
jahren einer erschöpfungssymptomatik antrieb,2,0.3
syndrom zurzeit,2,0.3
erschöpfungsgefühl einschränkung alltagstätigkeiten schlaf,2,0.3
schlafapnoe syndrom zurzeit behandlungsbedürftig,2,0.3
kollagenose,2,0.3
tinnitus aurium hochfrequentes pfeifen,2,0.3
tinnitus aurium hochfrequentes,2,0.3
migräneanfällen treten migräneanfälle,2,0.3
kopfschmerzen zwei dreimal,2,0.3
gebessert treten migräneanfälle,2,0.3
psychophysischen erschöpfungssyndrom verbunden diversen,2,0.3
rheumatisches,2,0.3
rheumatisches geschehen,2,0.3
ausgeprägte erschöpfung,2,0.3
raynaud syndrom,2,0.3
facettensyndrom,2,0.3
rheumatoide arthritis diagnostiziert,2,0.3
keine eindeutige diagnose gestellt,2,0.3
bislang keine eindeutige diagnose,2,0.3
können konzentrations merkfähigkeitsstörungen schlaf,2,0.3
hypertonie vegetative,2,0.3
erschöpfungsgefühl einschränkung,2,0.3
schwindel thyroxin kein,2,0.3
schwindel thyroxin kein nikotin,2,0.3
arthritis diagnostiziert allem,2,0.3
penicillin schwindel thyroxin kein,2,0.3
penicillin schwindel,2,0.3
alltagstätigkeiten schlaf durchschlafstörungen,2,0.3
syndrom schultergelenk links positiv,2,0.3
arterielle hypertonie vegetative anamnese,2,0.3
abgeschlagenheit einem erschöpfungsgefühl,2,0.3
arthritis diagnostiziert,2,0.3
november rheumatoide,2,0.3
vielen jahren verdauungsstörungen,2,0.3
polyarthritischen gelenkbeschwerden folge,2,0.3
chronischen polyarthritischen gelenkbeschwerden,2,0.3
rheumatoiden arthritis,2,0.3
chronischen polyarthritischen,2,0.3
chronischen polyarthritischen gelenkbeschwerden folge,2,0.3
konzentrationsstörungen stimmung schmerzsymptomatik abhängig,2,0.3
polyarthritischen gelenkbeschwerden folge jahr,2,0.3
polyarthritischen,2,0.3
erreicht konzentrationsstörungen stimmung schmerzsymptomatik,2,0.3
polyarthritischen gelenkbeschwerden,2,0.3
konzentrationsstörungen stimmung schmerzsymptomatik,2,0.3
rheumatoiden,2,0.3
eindeutige diagnose gestellt,2,0.3
eindeutige diagnose,2,0.3
keine eindeutige diagnose,2,0.3
appendektomie handgelenksfraktur rechts impingement,2,0.3
hashimoto thyreoiditis,2,0.3
leichtgradiges obstruktives schlafapnoe syndrom,2,0.3
schwindel thyroxin,2,0.3
diabetes mellitus gynäkologische,2,0.3
hypertonie vegetative anamnese durchschlafstörungen,2,0.3
schlafapnoe syndrom,2,0.3
vater diabetes,2,0.3
arthrose vater diabetes mellitus,2,0.3
novaminsulfon penicillin schwindel,2,0.3
hypertonie vegetative anamnese,2,0.3
einem erschöpfungsgefühl,2,0.3
penicillin schwindel thyroxin,2,0.3
ihres müdigkeitssyndroms,2,0.3
vielen jahren dorsalgien bereich,2,0.3
vielen jahren dorsalgien,2,0.3
handgelenksfraktur rechts impingement,2,0.3
novaminsulfon penicillin schwindel thyroxin,2,0.3
tinnitus rauschen,2,0.3
jahren episodischen kopfschmerzen,2,0.3
hinaus verdauungsstörungen vielen jahren,2,0.3
hinaus verdauungsstörungen vielen,2,0.3
episodischen kopfschmerzen,2,0.3
merkfähigkeitsstörungen bezüglich schlafes,2,0.3
merkfähigkeitsstörungen bezüglich,2,0.3
merkfähigkeitsstörungen bezüglich schlafes nachts,2,0.3
konzentrations merkfähigkeitsstörungen bezüglich schlafes,2,0.3
konzentrations merkfähigkeitsstörungen bezüglich,2,0.3
jahr dorsalgien bereich schmerzen,2,0.3
handgelenksfraktur rechts impingement syndrom,2,0.3
arthritis diagnostiziert allem hand,2,0.3
gefasst november rheumatoide arthritis,2,0.3
jahren kopfschmerzen jahren,2,0.3
kopfschmerzen jahren,2,0.3
arthrose vater,2,0.3
impingement syndrom schultergelenk links,2,0.3
obstruktives schlafapnoe syndrom,2,0.3
november rheumatoide arthritis,2,0.3
erschöpfungsgefühl einschränkung alltagstätigkeiten,2,0.3
rechts impingement syndrom schultergelenk,2,0.3
hashimoto,2,0.3
obstruktives schlafapnoe syndrom zurzeit,2,0.3
ciprofloxacin novaminsulfon penicillin schwindel,2,0.3
einschränkung alltagstätigkeiten schlaf durchschlafstörungen,2,0.3
schlafapnoe syndrom zurzeit,2,0.3
einem erschöpfungsgefühl einschränkung,2,0.3
rechts impingement,2,0.3
rechts impingement syndrom,2,0.3
rhizarthrose schmerzen ziehend treten,2,0.3
daumengelenk rahmen einer rhizarthrose,2,0.3
rhizarthrose schmerzen ziehend,2,0.3
jahren endometriose anhaltende schmerzen,2,0.3
endometriose anhaltende,2,0.3
jahren endometriose,2,0.3
endometriose anhaltende schmerzen unterschiedlicher,2,0.3
jahren endometriose anhaltende,2,0.3
müdigkeitssyndrom entwickelt,2,0.3
endometriose anhaltende schmerzen,2,0.3
jahren dorsalgien bereich einem,2,0.3
dorsalgien bereich einem,2,0.3
hinaus jahren dorsalgien,2,0.3
hinaus jahren dorsalgien bereich,2,0.3
empfunden hinaus jahren dorsalgien,2,0.3
empfunden kopfschmerzen,2,0.3
vater diabetes mellitus gynäkologische,2,0.3
rheumatoide arthritis diagnostiziert allem,2,0.3
impingement syndrom schultergelenk,2,0.3
november rheumatoide arthritis diagnostiziert,2,0.3
beschwerden gefasst november rheumatoide,2,0.3
alltagstätigkeiten schlaf durchschlafstörungen gestört,2,0.3
diabetes mellitus gynäkologische anamnese,2,0.3
syndrom schultergelenk links,2,0.3
einem erschöpfungsgefühl einschränkung alltagstätigkeiten,2,0.3
abgeschlagenheit einem erschöpfungsgefühl einschränkung,2,0.3
syndrom zurzeit behandlungsbedürftig,2,0.3
arterielle hypertonie vegetative,2,0.3
beidseitiger tinnitus,2,0.3
einer rhizarthrose schmerzen,2,0.3
rahmen einer rhizarthrose schmerzen,2,0.3
rhizarthrose schmerzen,2,0.3
polymyalgie,2,0.3
rhizarthrose eingeschränkter greiffunktion,2,0.3
linksbetonten rhizarthrose,2,0.3
rhizarthrose eingeschränkter,2,0.3
linksbetonten rhizarthrose eingeschränkter greiffunktion,2,0.3
linksbetonten rhizarthrose eingeschränkter,2,0.3
rahmen einer linksbetonten rhizarthrose,2,0.3
rhizarthrose eingeschränkter greiffunktion angegeben,2,0.3
einer linksbetonten rhizarthrose eingeschränkter,2,0.3
einer linksbetonten rhizarthrose,2,0.3
beschreibt zwei arten kopfschmerzen,2,0.3
zwei arten kopfschmerzen,2,0.3
emotionaler erschöpfung,2,0.3
einer rhizarthrose schmerzen ziehend,2,0.3
gefasst november rheumatoide,2,0.3
arthrose vater diabetes,2,0.3
einem chronischen erschöpfungssyndrom,2,0.3
unruhe konzentrationsstörungen,2,0.3
innere unruhe konzentrationsstörungen,2,0.3
mentaler erschöpfung,2,0.3
spüre innere unruhe konzentrationsstörungen,2,0.3
jahren einem chronischen erschöpfungssyndrom,2,0.3
unruhe konzentrationsstörungen beziehungen,2,0.3
chronischen erschöpfungssyndrom,2,0.3
erschöpfungssymptomatik anamnestisch mehrere,2,0.3
erschöpfungssymptomatik anamnestisch,2,0.3
zusammenhang erschöpfungssymptomatik anamnestisch,2,0.3
zusammenhang erschöpfungssymptomatik anamnestisch mehrere,2,0.3
erschöpfungssymptomatik anamnestisch mehrere somatische,2,0.3
zusammenhang erschöpfungssymptomatik,2,0.3
diagnose lautet,2,0.3
schulmedizinische diagnose lautet,2,0.3
radikulopathie,2,0.3
allem durchschlafstörungen beeinträchtigt hinsichtlich,2,0.3
kognitiver verlangsamung konzentrationsstörungen einem,2,0.3
jahren erschöpfungssymptomatik gefühl langsam,2,0.3
jahren erschöpfungssymptomatik gefühl,2,0.3
verdauungsstörungen fünfzehn jahren,2,0.3
pfeifen rauschen tinnitus nacht,2,0.3
verdauungsstörungen fünfzehn,2,0.3
verdauungsstörungen fünfzehn jahren zeigten,2,0.3
hohes pfeifen rauschen tinnitus,2,0.3
fünfzehn jahren tinnitus,2,0.3
pfeifen tinnitus vorhanden erwähnt,2,0.3
tinnitus vorhanden erwähnt,2,0.3
selten pfeifen tinnitus vorhanden,2,0.3
innere unruhe konzentrationsstörungen beziehungen,2,0.3
unruhe konzentrationsstörungen beziehungen anderen,2,0.3
beschwerden restless legs,2,0.3
migräne geht,2,0.3
zervikaler spinalkanalstenose,2,0.3
kognitiver verlangsamung konzentrationsstörungen,2,0.3
sinne kognitiver verlangsamung konzentrationsstörungen,2,0.3
migräne betrifft migräne tage,2,0.3
betrifft migräne tage monat,2,0.3
empfunden migräne betrifft migräne,2,0.3
stechenden empfunden migräne betrifft,2,0.3
kopfschmerzen spannungstyp treten fast,2,0.3
betrifft migräne tage,2,0.3
migräne betrifft migräne,2,0.3
lokalisiert stechenden empfunden migräne,2,0.3
fortgeschrittenen gonarthrose,2,0.3
vielen jahren erschöpfungssymptomen ursächlich,2,0.3
aufnahmegespräch vielen jahren erschöpfungssymptomen,2,0.3
migränetagen monat,2,0.3
degenerativen syndroms,2,0.3
eines degenerativen syndroms,2,0.3
müdigkeitssyndrom erschöpft,2,0.3
bestehender diabetes mellitus,2,0.3
bestehender diabetes,2,0.3
chronisches müdigkeitssyndrom erschöpft fühle,2,0.3
durchschlafstörungen beeinträchtigt morgens erwacht,2,0.3
spannungskopfschmerzen schmerzen,2,0.3
verspannung spannungskopfschmerzen schmerzen,2,0.3
schulter verspannung spannungskopfschmerzen schmerzen,2,0.3
beschwerden restless,2,0.3
therapierelevante beschwerden restless,2,0.3
weitere therapierelevante beschwerden restless,2,0.3
therapierelevante beschwerden restless legs,2,0.3
durchschlafstörungen gestört weitere therapierelevante,2,0.3
treten kopfschmerzen zwei,2,0.3
beiden kopfschmerzarten,2,0.3
vermehrten tachykardien,2,0.3
erschöpfungssymptomen antrieb leistungsfähigkeit,2,0.3
jahren erschöpfungssymptomen antrieb leistungsfähigkeit,2,0.3
durchschlafstörungen gestört vergangenheit,2,0.3
erschöpfungssymptomen antrieb leistungsfähigkeit reduziert,2,0.3
müdigkeitssyndrom erschöpft fühle,2,0.3
chronisches müdigkeitssyndrom erschöpft,2,0.3
müdigkeitssyndrom erschöpft fühle belastbarkeitsgrenze,2,0.3
hinaus zehn jahren dorsalgien,2,0.3
betrifft migräne,2,0.3
stechenden empfunden migräne,2,0.3
spannungskopfschmerzen bereich,2,0.3
schmerzen arthrose,2,0.3
orthopädisch diagnose,2,0.3
durchschlafstörungen gestört geringen anstrengungen,2,0.3
hinaus verdauungsstörungen zwanzig jahren,2,0.3
zervikobrachialgien symptomatik ersten covid,2,0.3
charakter rauschen tinnitus nacht,2,0.3
laktoseintoleranz,2,0.3
jahren zervikobrachialgien symptomatik ersten,2,0.3
tachykardien dyspnoe,2,0.3
schlafstörungen konzentrationsstörungen,2,0.3
durchschlafstörungen gestört einer,2,0.3
jahren psoriasis,2,0.3
einen beidseitigen tinnitus,2,0.3
migräne kopfschmerzen,2,0.3
fibromyalgie diagnostiziert,2,0.3
kopfschmerzen übelkeit,2,0.3
spannungskopfschmerzen migräne,2,0.3
unterscheiden spannungskopfschmerzen,2,0.3
zervikobrachialgien symptomatik ersten,2,0.3
hinaus verdauungsstörungen zwanzig,2,0.3
zwanzig jahren einem tinnitus,2,0.3
vermehrten tachykardien dyspnoe,2,0.3
tachykardie,2,0.3
ekzeme,2,0.3
spannungskopfschmerzen energie kraft,2,0.3
spannungskopfschmerzen energie,2,0.3
spannungskopfschmerzen energie kraft aufbauen,2,0.3
chronischen schlafstörungen,2,0.3
müdigkeit schlafstörungen,2,0.3
einem jahr dorsalgien,2,0.3
spannungskopfschmerzen hinaus einem jahr,2,0.3
spannungskopfschmerzen hinaus einem,2,0.3
bronchitis jahr,2,0.3
kopfschmerzen schlafstörungen,2,0.3
jahren zunehmende schwäche erschöpfungssymptomatik,2,0.3
zunehmende schwäche erschöpfungssymptomatik,2,0.3
behandlungsbedürftige beschwerden tinnitus,2,0.3
schlaf durchschlafstörungen gestört drei,2,0.3
tinnitus rechts,2,0.3
kapsulitis,2,0.3
blockaden spannungskopfschmerzen hinaus,2,0.3
häufigen blockaden spannungskopfschmerzen hinaus,2,0.3
einem jahr dorsalgien bereich,2,0.3
hinaus einem jahr dorsalgien,2,0.3
gepflegtem zustand reizlose narbe,2,0.3
zustand reizlose narbe thyreoidektomie,2,0.3
zustand reizlose,2,0.3
zähne gepflegtem zustand reizlose,2,0.3
gepflegtem zustand reizlose,2,0.3
reizlose narbe thyreoidektomie,2,0.3
koxarthrose diagnostiziert,2,0.3
reizlose narbe thyreoidektomie kein,2,0.3
zustand reizlose narbe,2,0.3
jahren erschöpfung verminderter körperlicher,2,0.3
gefasst zehn jahren erschöpfung,2,0.3
jahren erschöpfung verminderter,2,0.3
zehn jahren erschöpfung verminderter,2,0.3
zehn jahren erschöpfung,2,0.3
bestehende rückenschmerzen,2,0.3
durchschlafstörungen erheblich beeinträchtigt hinsichtlich,2,0.3
rückenschmerzen bereich lendenwirbelsäule,2,0.3
beschwerden tinnitus,2,0.3
leichten konzentrations merkfähigkeitsstörungen,2,0.3
schwäche erschöpfungssymptomatik,2,0.3
weitere behandlungsbedürftige beschwerden tinnitus,2,0.3
geworden leichten konzentrations merkfähigkeitsstörungen,2,0.3
beeinträchtigt schlaf durchschlafstörungen gestört,2,0.3
schwindelsymptomatik fühle,2,0.3
schwindelsymptomatik fühle schwankend benommen,2,0.3
muskulatur gelenke rückenschmerzen,2,0.3
gelenke rückenschmerzen,2,0.3
aufgrund erschöpfung psychischen verfassung,2,0.3
aufgrund erschöpfung psychischen,2,0.3
begleitend ziehenden kopfschmerzen,2,0.3
komme aufgrund erschöpfung psychischen,2,0.3
periorale dermatitis,2,0.3
verspannung begleitend ziehenden kopfschmerzen,2,0.3
ziehenden kopfschmerzen hinterkopf,2,0.3
begleitend ziehenden kopfschmerzen hinterkopf,2,0.3
ziehenden kopfschmerzen,2,0.3
einem ekzem,2,0.3
kopfschmerzen hinterkopf,2,0.3
kopfschmerzen sein,2,0.3
durchschlafstörungen gestört vielen jahren,2,0.3
körperlicher erschöpfung,2,0.3
morbus bechterew diagnostiziert einem,2,0.3
lebensjahr starken rückenschmerzen,2,0.3
morbus bechterew diagnostiziert,2,0.3
rückenschmerzen alter jahren,2,0.3
schwindel begleitet,2,0.3
migräneanfälle woche,2,0.3
beeinträchtigt schlaf durchschlafstörungen,2,0.3
arthrose zahlreiche,2,0.3
generalisierte arthrose,2,0.3
erheblich durchschlafstörungen beeinträchtigt,2,0.3
arthrose zahlreiche gelenke,2,0.3
generalisierte arthrose zahlreiche,2,0.3
schwindelsymptomatik fühle schwankend,2,0.3
starken rückenschmerzen,2,0.3
hinaus darmstörungen,2,0.3
jahren morbus bechterew,2,0.3
rückenschmerzen alter,2,0.3
arthrose zahlreiche gelenke bewegungsapparates,2,0.3
schildert generalisierte arthrose zahlreiche,2,0.3
belastungsfaktor schildert generalisierte arthrose,2,0.3
schlaf erheblich durchschlafstörungen beeinträchtigt,2,0.3
generalisierte arthrose zahlreiche gelenke,2,0.3
schildert generalisierte arthrose,2,0.3
wahrnehmungsstörungen,2,0.3
merkfähigkeitsstörungen hinaus schlaf durchschlafstörungen,2,0.3
merkfähigkeitsstörungen hinaus,2,0.3
schlaf durchschlafstörungen gestört vielen,2,0.3
begleitet kopfschmerzen,2,0.3
merkfähigkeitsstörungen hinaus schlaf,2,0.3
anhaltenden zervikobrachialgien schmerzen ziehenden,2,0.3
jahren anhaltenden dorsalgien,2,0.3
jahren anhaltenden dorsalgien bereich,2,0.3
jahren anhaltenden zervikobrachialgien,2,0.3
zervikobrachialgien schmerzen ziehenden stechenden,2,0.3
anhaltenden zervikobrachialgien schmerzen,2,0.3
durchschlafstörungen gestört befindet zehn,2,0.3
alter jahren morbus bechterew,2,0.3
rückenschmerzen alter jahren morbus,2,0.3
morbus bechterew,2,0.3
jahren morbus bechterew diagnostiziert,2,0.3
aufnahmegespräch lebensjahr starken rückenschmerzen,2,0.3
starken rückenschmerzen alter jahren,2,0.3
starken rückenschmerzen alter,2,0.3
alter jahren morbus,2,0.3
lebensjahr starken rückenschmerzen alter,2,0.3
fibromyalgie begonnen hätten,2,0.3
einer fibromyalgie begonnen,2,0.3
einer fibromyalgie begonnen hätten,2,0.3
fibromyalgie begonnen,2,0.3
fibromyalgie begonnen hätten schmerzen,2,0.3
anhaltenden dorsalgien bereich ausstrahlung,2,0.3
erschöpfungssymptomatik hätte einer covid,2,0.3
erschöpfungssymptomatik hätte einer,2,0.3
erschöpfung erschöpfungssymptomatik hätte,2,0.3
durchschlafstörungen gestört vielen,2,0.3
erschöpfung erschöpfungssymptomatik,2,0.3
schlaf schmerzbedingten durchschlafstörungen gestört,2,0.3
basedow,2,0.3
angststörung,2,0.3
jahren anhaltenden zervikobrachialgien schmerzen,2,0.3
zehn jahren anhaltenden zervikobrachialgien,2,0.3
geworden konzentrations gedächtnisstörungen,2,0.3
migränetage,2,0.3
fibromyalgie schmerzen alltagtätigkeiten,2,0.3
fibromyalgie schmerzen alltagtätigkeiten einschränken,2,0.3
verschlechterung fibromyalgie schmerzen alltagtätigkeiten,2,0.3
schmerzbedingten durchschlafstörungen gestört weitere,2,0.3
monate gehen migräneattacke,2,0.3
schmerzen monate gehen migräneattacke,2,0.3
chronische schmerzstörung,2,0.3
dreißig jahren dorsalgien,2,0.3
dreißig jahren dorsalgien bereich,2,0.3
