term,document_count,percent,examples
verdauungsstörungen zehn jahren zeigten,2,0.3,
aufnahmegespräch dorsalgien,2,0.3,
ausgeprägten erschöpfungszuständen erhebliche kognitiver,2,0.3,
erschöpfungszuständen erhebliche kognitiver,2,0.3,
wortfindungsstörungen begleitet beschwerden,2,0.3,
müdigkeitssyndrom post covid syndrom,2,0.3,
erschöpfungszuständen erhebliche kognitiver einschränkungen,2,0.3,
neben ausgeprägten erschöpfungszuständen erhebliche,2,0.3,
psychophysischen erschöpfung fügt hinzu,2,0.3,
neben ausgeprägten erschöpfungszuständen,2,0.3,
erschöpfungszuständen erhebliche,2,0.3,
müdigkeitssyndrom post covid,2,0.3,
chronisches müdigkeitssyndrom post,2,0.3,
ausgeprägten erschöpfungszuständen,2,0.3,Aktuell bestehen neben ihren ausgeprägten Erschöpfungszuständen noch erhebliche kognitiver Einschränkungen in Form von „Brainfog“ (Konzentrationsstörungen und Wortfindungsstörungen).
ausgeprägten erschöpfungszuständen erhebliche,2,0.3,
einschränkungen form brainfog konzentrationsstörungen,2,0.3,
erschöpfung fügt hinzu probleme,2,0.3,
post covid syndrom,2,0.3,
ausgeprägten psychophysischen erschöpfung fügt,2,0.3,
konzentrationsstörungen wortfindungsstörungen begleitet beschwerden,2,0.3,
erschöpfung fügt hinzu,2,0.3,
wortfindungsstörungen begleitet beschwerden einer,2,0.3,
zehn jahren erschöpfungssymptomatik,2,0.3,
gonarthrose diagnostiziert energie kraft,2,0.3,
gonarthrose diagnostiziert energie,2,0.3,
jahren erschöpfungssymptomatik einem,2,0.3,
jahren erschöpfungssymptomatik einem jahr,2,0.3,
erschöpfungssymptomatik einem jahr verschlechtern,2,0.3,
aufnahmegespräch zehn jahren erschöpfungssymptomatik,2,0.3,
erschöpfungssymptomatik einem,2,0.3,
erschöpfungssymptomatik einem jahr,2,0.3,
gonarthrose diagnostiziert,2,0.3,Es wurde eine fortgeschrittenen Gonarthrose diagnostiziert. | Bereits vor mehreren Jahren sei bei ihr eine Gonarthrose diagnostiziert worden.
chronisches müdigkeitssyndrom post covid,2,0.3,
erschöpfung fügt,2,0.3,
chronische epicondylitis humeri radialis,2,0.3,Im Februar 2021 sei eine chronische Epicondylitis humeri radialis rechts bei Synovialitis mit Gelenkerguss rechter Ellenbogen diagnostiziert worden.
syndrom rechten schulter diagnostiziert,2,0.3,
synovialitis,2,0.3,Im Februar 2021 sei eine chronische Epicondylitis humeri radialis rechts bei Synovialitis mit Gelenkerguss rechter Ellenbogen diagnostiziert worden.
syndrom mäßigen degenerationen,2,0.3,
dorsalgien bereich lendenwirbelsäule jahr,2,0.3,
dorsalgien bereich lendenwirbelsäule,2,0.3,
bestehende dorsalgien bereich lendenwirbelsäule,2,0.3,
erschöpfungssymptomatik beschreibt,2,0.3,
konzentrationsstörung,2,0.3,"Kurzgefasst leidet die Patientin seit über 15 Jahren unter einem chronischen Erschöpfungszustand mit Konzentrationsstörung und Angstzustände. | Die depressive Symptomatik zeigt sich vor allem durch Antriebsminderung, Konzentrationsstörung, rasche Erschöpfbarkeit, Schlafstörungen sowie Kraftlosigkeit."
gleichgewichtsstörung,2,0.3,"Hinsichtlich Somatischen Beschwerden berichtet die Patientin zum Aufnahmepunkt über einen rezidivierenden feinschlägigen Tremor und Gleichgewichtsstörung mit Muskelschmerzen und Missempfindungen in den Beinen. | Des Weiteren klagte sie über die seit November 2023 bestehende Gleichgewichtsstörung, welche wegen ihres Sturzes auftreten würde."
zehn jahren erschöpfungssymptomatik einem,2,0.3,
ausgeprägten durchschlafstörungen hinaus,2,0.3,
omarthrose,2,0.3,Hier wurde eine Omarthrose diskutiert. | Es wurde eine Omarthrose rechts diagnostiziert.
psychophysischen erschöpfung fügt,2,0.3,
müdigkeitssyndrom post,2,0.3,
erschöpfungszuständen,2,0.3,Aktuell bestehen neben ihren ausgeprägten Erschöpfungszuständen noch erhebliche kognitiver Einschränkungen in Form von „Brainfog“ (Konzentrationsstörungen und Wortfindungsstörungen).
synovialitis gelenkerguss,2,0.3,
impingement syndrom rechten schulter,2,0.3,
jahren hier syndrom,2,0.3,
chronische epicondylitis humeri,2,0.3,Im Februar 2021 sei eine chronische Epicondylitis humeri radialis rechts bei Synovialitis mit Gelenkerguss rechter Ellenbogen diagnostiziert worden.
humeri radialis rechts synovialitis,2,0.3,
degenerationen stenose diagnostiziert,2,0.3,
durchgeführt hypertrophe gelenkarthrose impingement,2,0.3,
januar durchgeführt hypertrophe gelenkarthrose,2,0.3,
hier syndrom,2,0.3,
februar chronische epicondylitis,2,0.3,
erschöpfungssymptomen sein antrieb leitungsfähigkeit,2,0.3,
chronische epicondylitis,2,0.3,Im Februar 2021 sei eine chronische Epicondylitis humeri radialis rechts bei Synovialitis mit Gelenkerguss rechter Ellenbogen diagnostiziert worden.
degenerationen stenose diagnostiziert schmerzcharakter,2,0.3,
durchschlafstörungen hinaus,2,0.3,
gelenkarthrose,2,0.3,Bei dem Patienten sei im Januar 2009 eine NPP-OP C5/6 und C6/7 durchgeführt sowie eine hypertrophe AC-Gelenkarthrose und ein Impingement-Syndrom der rechten Schulter diagnostiziert worden.
gelenkarthrose impingement,2,0.3,
stechend empfunden gefühlsstörungen,2,0.3,
mittelfrequente pfeifen tinnitus,2,0.3,
einer erschöpfungssymptomatik symptomatik,2,0.3,
sinusitis jahren,2,0.3,
stechend empfunden gefühlsstörungen bereich,2,0.3,
hinaus jahren einem tinnitus,2,0.3,
gonarthrose schmerzen,2,0.3,
kopfschmerzen treten woche halten,2,0.3,
jahren gonarthrose,2,0.3,
durchschlafstörungen früheres erwachen,2,0.3,
schlaf durchschlafstörungen früheres,2,0.3,
schlaf durchschlafstörungen früheres erwachen,2,0.3,
durchschlafstörungen früheres,2,0.3,
durchschlafstörungen früheres erwachen gestört,2,0.3,
syndrom mäßigen,2,0.3,
bestünden jahren hier syndrom,2,0.3,
ziehend stechend empfunden gefühlsstörungen,2,0.3,
rechts synovialitis gelenkerguss,2,0.3,
jahren hier syndrom mäßigen,2,0.3,
mäßigen degenerationen stenose diagnostiziert,2,0.3,
rechts synovialitis gelenkerguss rechter,2,0.3,
stenose diagnostiziert schmerzcharakter stechend,2,0.3,
gelenkarthrose impingement syndrom,2,0.3,
mäßigen degenerationen stenose,2,0.3,
radialis rechts synovialitis,2,0.3,
synovialitis gelenkerguss rechter,2,0.3,
hypertrophe gelenkarthrose impingement,2,0.3,
rechts synovialitis,2,0.3,
gelenkarthrose impingement syndrom rechten,2,0.3,
hypertrophe gelenkarthrose,2,0.3,
stenose diagnostiziert schmerzcharakter,2,0.3,
hier syndrom mäßigen,2,0.3,
durchschlafstörungen gestört chronischen,2,0.3,
schlaf durchschlafstörungen gestört chronischen,2,0.3,
einer fingerpolyarthrose,2,0.3,Die Patientin berichtet zudem über seit Jahresbeginn zunehmende Beschwerden im Rahmen einer Fingerpolyarthrose. | Zudem leidet die Patientin seit einem Jahr unter vermehrten Beschwerden im Rahmen einer Fingerpolyarthrose.
rahmen einer fingerpolyarthrose,2,0.3,Die Patientin berichtet zudem über seit Jahresbeginn zunehmende Beschwerden im Rahmen einer Fingerpolyarthrose. | Zudem leidet die Patientin seit einem Jahr unter vermehrten Beschwerden im Rahmen einer Fingerpolyarthrose.
beschwerden rahmen einer fingerpolyarthrose,2,0.3,
eines sjögren syndroms,2,0.3,
sjögren syndroms,2,0.3,
dröhnend tinnitus,2,0.3,
täglichen kopfschmerzen,2,0.3,"Weiterhin leide sie unter fast täglichen Kopfschmerzen. | Hinsichtlich körperlicher Beschwerden berichtet die Patientin, seit über fünf Jahren unter nahezu täglichen Kopfschmerzen zu leiden."
mittelfrequente pfeifen tinnitus nacht,2,0.3,
gefühlsstörungen bereich ring,2,0.3,
gefühlsstörungen bereich ring mittelfingers,2,0.3,
zusätzlich konzentrationsstörungen merkfähigkeitsstörungen schlaf,2,0.3,
ansonsten mittelfrequente pfeifen tinnitus,2,0.3,
empfunden gefühlsstörungen bereich ring,2,0.3,
jahren einer erschöpfungssymptomatik symptomatik,2,0.3,
durchgeführt hypertrophe gelenkarthrose,2,0.3,
epicondylitis humeri radialis rechts,2,0.3,Im Februar 2021 sei eine chronische Epicondylitis humeri radialis rechts bei Synovialitis mit Gelenkerguss rechter Ellenbogen diagnostiziert worden.
degenerationen stenose,2,0.3,
hypertrophe gelenkarthrose impingement syndrom,2,0.3,
synovialitis gelenkerguss rechter ellenbogen,2,0.3,
hier syndrom mäßigen degenerationen,2,0.3,
epicondylitis humeri radialis,2,0.3,Im Februar 2021 sei eine chronische Epicondylitis humeri radialis rechts bei Synovialitis mit Gelenkerguss rechter Ellenbogen diagnostiziert worden.
syndrom mäßigen degenerationen stenose,2,0.3,
jahren erschwerend lactoseintoleranz hinzu,2,0.3,
lactoseintoleranz,2,0.3,15 Jahren kam erschwerend eine Lactoseintoleranz hinzu.
bandscheibenvorfall bereich chronischen dorsalgien,2,0.3,
prämenstruellen syndroms komme regelmäßig,2,0.3,
diagnostizierten polyarthrose,2,0.3,"Sie schildert, dass praktisch alle Gelenke betroffen seien; im Rahmen einer diagnostizierten Polyarthrose habe sie bereits zwei Kniegelenke durch Prothesen ersetzt bekommen."
vermehrter appetit schlafstörungen beschrieben,2,0.3,
prämenstruellen syndroms,2,0.3,Bei Aufnahmegespräch berichtet die Patientin über seit Jahren bestehende Beschwerden in der zweiten Zyklushälfte im Sinne eines prämenstruellen Syndroms. | Darüber hinaus berichtet die Patientin über seit Jahren bestehende Beschwerden in der zweiten Zyklushälfte im Sinne eines prämenstruellen Syndroms.
jahren fibromyalgie,2,0.3,"Die Patientin gibt an, dass bei ihr seit den 90er Jahren Fibromyalgie bekannt sei."
schlafstörungen beschrieben,2,0.3,"Zudem werden Unterbauchschmerzen, vermehrter Appetit und Schlafstörungen beschrieben."
einer diagnostizierten polyarthrose,2,0.3,"Sie schildert, dass praktisch alle Gelenke betroffen seien; im Rahmen einer diagnostizierten Polyarthrose habe sie bereits zwei Kniegelenke durch Prothesen ersetzt bekommen."
unterbauchschmerzen vermehrter appetit schlafstörungen,2,0.3,
syndroms komme,2,0.3,
einer diagnostizierten polyarthrose zwei,2,0.3,
vermehrter appetit schlafstörungen,2,0.3,
syndroms komme regelmäßig,2,0.3,
polyarthrose zwei kniegelenke prothesen,2,0.3,
prämenstruellen syndroms komme,2,0.3,
appetit schlafstörungen,2,0.3,
syndroms komme regelmäßig reizbarkeit,2,0.3,
februar chronische epicondylitis humeri,2,0.3,
diagnostiziert februar chronische epicondylitis,2,0.3,
radialis rechts synovialitis gelenkerguss,2,0.3,
syndrom rechten schulter,2,0.3,
stenose diagnostiziert,2,0.3,
treten migräneanfälle zweimal,2,0.3,
migräneanfälle zweimal,2,0.3,
konzentrations merkfähigkeitsstörungen fühle,2,0.3,
merkfähigkeitsstörungen fühle,2,0.3,
appetit schlafstörungen beschrieben,2,0.3,
eines prämenstruellen syndroms,2,0.3,Bei Aufnahmegespräch berichtet die Patientin über seit Jahren bestehende Beschwerden in der zweiten Zyklushälfte im Sinne eines prämenstruellen Syndroms. | Darüber hinaus berichtet die Patientin über seit Jahren bestehende Beschwerden in der zweiten Zyklushälfte im Sinne eines prämenstruellen Syndroms.
sinne eines prämenstruellen syndroms,2,0.3,Bei Aufnahmegespräch berichtet die Patientin über seit Jahren bestehende Beschwerden in der zweiten Zyklushälfte im Sinne eines prämenstruellen Syndroms. | Darüber hinaus berichtet die Patientin über seit Jahren bestehende Beschwerden in der zweiten Zyklushälfte im Sinne eines prämenstruellen Syndroms.
schlafstörungen beschrieben beschwerden bessern,2,0.3,
rahmen einer diagnostizierten polyarthrose,2,0.3,"Sie schildert, dass praktisch alle Gelenke betroffen seien; im Rahmen einer diagnostizierten Polyarthrose habe sie bereits zwei Kniegelenke durch Prothesen ersetzt bekommen."
schlafstörungen beschrieben beschwerden,2,0.3,
polyarthrose zwei kniegelenke,2,0.3,
diagnostizierten polyarthrose zwei,2,0.3,
diagnostizierten polyarthrose zwei kniegelenke,2,0.3,
appetit schlafstörungen beschrieben beschwerden,2,0.3,
polyarthrose zwei,2,0.3,
eines prämenstruellen syndroms komme,2,0.3,
lactoseintoleranz hinzu verträgliche,2,0.3,
dorsalgien intermittierende,2,0.3,
eines reizdarmsyndroms jahren,2,0.3,
erschöpfungssyndrom verbunden diversen psychosomatischen,2,0.3,
dorsalgien intermittierende beschwerden ziehendem,2,0.3,
ausgeprägten psychophysischen erschöpfungssyndrom verbunden,2,0.3,
bereich chronischen dorsalgien,2,0.3,
erschöpfungssyndrom verbunden,2,0.3,
erschwerend lactoseintoleranz,2,0.3,
morgentiefe konzentrations merkfähigkeitsstörungen,2,0.3,
lactoseintoleranz hinzu verträgliche nahrungsmittel,2,0.3,
bereich chronischen dorsalgien intermittierende,2,0.3,
reizdarmsyndroms jahren erschwerend lactoseintoleranz,2,0.3,
morgentiefe konzentrations merkfähigkeitsstörungen beziehungen,2,0.3,
erschwerend lactoseintoleranz hinzu,2,0.3,
erreicht konzentrationsstörungen stimmung schwankend,2,0.3,
psychophysischen erschöpfungssyndrom,2,0.3,"Aus Schilderung des Patienten und vorliegenden Befundberichten geht folgendes hervor: Bei in den letzten Jahren zunehmenden privaten, wie beruflichen Belastungssituationen, kam es in der Zwischenzeit bei dem Patienten zu einem ausgeprägten psychophysischen Erschöpfungssyndrom, verbunden mit diversen psychosomatischen Beschwerden, Ängsten und Zwängen."
psychophysischen erschöpfungssyndrom verbunden,2,0.3,
lactoseintoleranz hinzu,2,0.3,15 Jahren kam erschwerend eine Lactoseintoleranz hinzu.
bedrückt morgentiefe konzentrations merkfähigkeitsstörungen,2,0.3,
jahren erschwerend lactoseintoleranz,2,0.3,
reizdarmsyndroms jahren,2,0.3,
verdauungsbeschwerden sinne eines reizdarmsyndroms,2,0.3,
erschwerend lactoseintoleranz hinzu verträgliche,2,0.3,
eines reizdarmsyndroms jahren erschwerend,2,0.3,
einem ausgeprägten psychophysischen erschöpfungssyndrom,2,0.3,"Aus Schilderung des Patienten und vorliegenden Befundberichten geht folgendes hervor: Bei in den letzten Jahren zunehmenden privaten, wie beruflichen Belastungssituationen, kam es in der Zwischenzeit bei dem Patienten zu einem ausgeprägten psychophysischen Erschöpfungssyndrom, verbunden mit diversen psychosomatischen Beschwerden, Ängsten und Zwängen."
dorsalgien intermittierende beschwerden,2,0.3,
polyneuropathie diagnostiziert,2,0.3,In der Folge wurde eine chemotherapieinduzierte Polyneuropathie diagnostiziert. | Hier wurde eine Small Fiber Polyneuropathie diagnostiziert.
kolitis,2,0.3,"Die Patientin gibt weiterhin an, dass bei ihr in den letzten Jahren mehreren Autoimmunkrankheiten diagnostiziert worden sind (Superolimbiale Keratonkonjunktivitis sicca, Lichen ruber planus, Lymphozytäre Kolitis, V.a. | Sie leidet an multiplen, schweren Autoimmunerkrankungen (Morbus Addison, Hashimotothyreoiditis, Alopecia areata, Autoimmunepiskleritis sowie unter therapieresistenter, kollagener Kolitis mit schweren Diarrhoen), die trotz intensiver Behandlungen nur kurzfristig zu bessern sind."
intermittierenden kopfschmerzen,2,0.3,"Zudem intermittierenden Kopfschmerzen, Abgeschlagenheit, Konzentrationsstörungen, starke körperliche Erschöpfung sowie Glieder- und Gelenkschmerzen vor allem in Armen, Schultern, Händen-und Fingern, Herzklopfen vor allem beim Aufstehen mit orthostatischer Intoleranz, Sehenverschlechterung, Interesseverlust, verminderte Toleranzbreite, Reizbarkeit und Traurigkeit, schnelle Überforderung durch äußere Reize, ausgeprägte Fatique. | Darüber hinaus berichtet sie, seit über einem Jahr unter intermittierenden Kopfschmerzen, welche sie auf der Stirn und auf dem Scheitel lokalisiert, zu leiden."
konzentrationsstörungen stimmung schwankend,2,0.3,
erschöpfungssyndrom verbunden diversen,2,0.3,
erschöpfungssymptomatik antrieb,2,0.3,
erschöpfungssymptomatik antrieb leistungsfähigkeit,2,0.3,
verdauungsstörungen dreißig jahren,2,0.3,
verdauungsstörungen dreißig,2,0.3,
fortgeschrittene arthrose,2,0.3,"Bei ihr wurde eine fortgeschrittene Arthrose diagnostiziert. | Als wahrscheinlichste Ursache der Beschwerden wurde eine fortgeschrittene Arthrose des Daumensattelgelenks diskutiert, welche anschließend durch eine Röntgenuntersuchung bestätigt wurde."
arthrose diagnostiziert schmerzen,2,0.3,
hemiparese,2,0.3,"Die Patientin ergänzt, dass sie im Jahr 2010 einen Hirninfarkt erlitten habe und seither an einer linksseitigen, arm-betonten Hemiparese leidet. | Zudem gibt der Patient an, dass er infolge des Schlaganfalls unter schwergradige armbetonte spastischer Hemiparese links, homonymer Hemianopsie und Rest-Neglect nach links und Dysarthrie leidet, was seine Funktionsfähigkeit im täglichen Leben erheblich einschränkt."
psychosyndrom,2,0.3,"In der Anamnese ist ein hirnorganisches Psychosyndrom dokumentiert, dieses wird jedoch von der Patientin nicht bestätigt. | Außerdem bestünde bei ihm ein organisches Psychosyndrom nach einem schweren Schädelhirntrauma 1978."
beschwerden zwanzig jahren dorsalgien,2,0.3,
fünf jahren tinnitus,2,0.3,
fünf jahren tinnitus aurium,2,0.3,
sinne eines reizdarmsyndroms jahren,2,0.3,
reizdarmsyndroms jahren erschwerend,2,0.3,
ausgeprägten psychophysischen erschöpfungssyndrom,2,0.3,"Aus Schilderung des Patienten und vorliegenden Befundberichten geht folgendes hervor: Bei in den letzten Jahren zunehmenden privaten, wie beruflichen Belastungssituationen, kam es in der Zwischenzeit bei dem Patienten zu einem ausgeprägten psychophysischen Erschöpfungssyndrom, verbunden mit diversen psychosomatischen Beschwerden, Ängsten und Zwängen."
chronischen dorsalgien intermittierende beschwerden,2,0.3,
chronischen dorsalgien intermittierende,2,0.3,
syndrom schultergelenk,2,0.3,Impingement-Syndrom Schultergelenk links.
syndrom zurzeit behandlungsbedürftig entfernung,2,0.3,
müdigkeit abgeschlagenheit einem erschöpfungsgefühl,2,0.3,
familienanamnese arterielle hypertonie vegetative,2,0.3,
vater diabetes mellitus,2,0.3,
durchschlafstörungen unterbrochen,2,0.3,"Der Nachtschlaf sei durch ausgeprägte Durchschlafstörungen unterbrochen. | Bezüglich des Schlafes berichtet die Patientin, dass sie zwar keine Einschlafstörungen habe, ihr Schlaf jedoch etwa dreimal pro Woche durch schmerzbedingte Durchschlafstörungen unterbrochen werde."
intermittierenden zervikobrachialgien schmerzen ziehenden,2,0.3,
intermittierenden zervikobrachialgien schmerzen,2,0.3,
jahren intermittierenden zervikobrachialgien schmerzen,2,0.3,
schlaf durchschlafstörungen gestört befindet,2,0.3,
einer erschöpfungssymptomatik antrieb,2,0.3,
erschöpfungssymptomatik antrieb leistungsfähigkeit reduziert,2,0.3,
einer erschöpfungssymptomatik antrieb leistungsfähigkeit,2,0.3,
trigeminusneuralgie,2,0.3,Zudem berichtet sie seit über zwanzig Jahren unter Gesichtsschmerzen im Rahmen einer Trigeminusneuralgie rechts zu leiden. | Es wurde eine atypische Trigeminusneuralgie rechts vermutet.
trigeminusneuralgie rechts,2,0.3,Zudem berichtet sie seit über zwanzig Jahren unter Gesichtsschmerzen im Rahmen einer Trigeminusneuralgie rechts zu leiden. | Es wurde eine atypische Trigeminusneuralgie rechts vermutet.
jahren einer erschöpfungssymptomatik antrieb,2,0.3,
syndrom zurzeit,2,0.3,Leichtgradiges obstruktives Schlafapnoe Syndrom zurzeit nicht Behandlungsbedürftig.
erschöpfungsgefühl einschränkung alltagstätigkeiten schlaf,2,0.3,
schlafapnoe syndrom zurzeit behandlungsbedürftig,2,0.3,
kollagenose,2,0.3,"Sie berichtet, seit Jahren unter einer ausgeprägten Müdigkeitssymptomatik zu leiden, welche sie im Kontext ihrer Kollagenose, a.e. | Sämtliche Kollagenosetypischen Symptome werden verneint."
tinnitus aurium hochfrequentes pfeifen,2,0.3,
tinnitus aurium hochfrequentes,2,0.3,
migräneanfällen treten migräneanfälle,2,0.3,
kopfschmerzen zwei dreimal,2,0.3,
gebessert treten migräneanfälle,2,0.3,
psychophysischen erschöpfungssyndrom verbunden diversen,2,0.3,
rheumatisches,2,0.3,Ein rheumatisches Geschehen konnte jedoch nicht bestätigt werden – initial wurde die Symptomatik als Gicht behandelt. | Ein rheumatisches Geschehen wurde ausgeschlossen.
rheumatisches geschehen,2,0.3,Ein rheumatisches Geschehen konnte jedoch nicht bestätigt werden – initial wurde die Symptomatik als Gicht behandelt. | Ein rheumatisches Geschehen wurde ausgeschlossen.
ausgeprägte erschöpfung,2,0.3,"Insgesamt bestehe eine ausgeprägte Erschöpfung, die sich laut Patientin infolge langjähriger chronischer Schmerzen entwickelt habe. | Der Patient berichtet außerdem, dass er sich während sportlicher Betätigung zwar wohl fühle, jedoch am darauffolgenden Tag eine ausgeprägte Erschöpfung verspüre."
raynaud syndrom,2,0.3,
facettensyndrom,2,0.3,Als wahrscheinlichste Ursache der Beschwerden erscheint ein Facettensyndrom linksseitig auf Höhe LWK 3/4 sowie LWK 4/5. | Es wird ein fehlstatisches degeneratives WS-Syndrom bei NPP am lumbosakralen Übergang mit Facettensyndrom diagnostiziert.
rheumatoide arthritis diagnostiziert,2,0.3,Kurz gefasst ist bei der Patientin im November 2018 eine rheumatoide Arthritis diagnostiziert worden.
keine eindeutige diagnose gestellt,2,0.3,"Auch für diese Beschwerden wurde bislang keine eindeutige Diagnose gestellt. | Die Symptomatik sei für den Patienten einerseits stark beeinträchtigend im Alltag, andererseits psychisch belastend, da bislang keine eindeutige Diagnose gestellt werden konnte."
bislang keine eindeutige diagnose,2,0.3,"Auch für diese Beschwerden wurde bislang keine eindeutige Diagnose gestellt. | Die Symptomatik sei für den Patienten einerseits stark beeinträchtigend im Alltag, andererseits psychisch belastend, da bislang keine eindeutige Diagnose gestellt werden konnte."
können konzentrations merkfähigkeitsstörungen schlaf,2,0.3,
hypertonie vegetative,2,0.3,
erschöpfungsgefühl einschränkung,2,0.3,
schwindel thyroxin kein,2,0.3,
schwindel thyroxin kein nikotin,2,0.3,
arthritis diagnostiziert allem,2,0.3,
penicillin schwindel thyroxin kein,2,0.3,
penicillin schwindel,2,0.3,
alltagstätigkeiten schlaf durchschlafstörungen,2,0.3,
syndrom schultergelenk links positiv,2,0.3,
arterielle hypertonie vegetative anamnese,2,0.3,
abgeschlagenheit einem erschöpfungsgefühl,2,0.3,
arthritis diagnostiziert,2,0.3,Kurz gefasst ist bei der Patientin im November 2018 eine rheumatoide Arthritis diagnostiziert worden.
november rheumatoide,2,0.3,
vielen jahren verdauungsstörungen,2,0.3,
polyarthritischen gelenkbeschwerden folge,2,0.3,
chronischen polyarthritischen gelenkbeschwerden,2,0.3,
rheumatoiden arthritis,2,0.3,"Hinsichtlich somatischer Beschwerden berichtet die Patientin, dass sie seit Jahren unter chronischen, polyarthritischen Gelenkbeschwerden leide, als Folge der im Jahr 1996 diagnostizierten rheumatoiden Arthritis. | Die Patientin betont jedoch, dass das Absetzen von MTX zu einer deutlichen Verschlechterung ihrer Schmerzen im Rahmen der rheumatoiden Arthritis geführt habe."
chronischen polyarthritischen,2,0.3,
chronischen polyarthritischen gelenkbeschwerden folge,2,0.3,
konzentrationsstörungen stimmung schmerzsymptomatik abhängig,2,0.3,
polyarthritischen gelenkbeschwerden folge jahr,2,0.3,
polyarthritischen,2,0.3,"Hinsichtlich somatischer Beschwerden berichtet die Patientin, dass sie seit Jahren unter chronischen, polyarthritischen Gelenkbeschwerden leide, als Folge der im Jahr 1996 diagnostizierten rheumatoiden Arthritis. | Die Patientin leide seit über zwei Jahre unter chronischen, polyarthritischen Gelenkbeschwerden, als Folge der im Jahr 2020 diagnostizierten Rheumatoide Arthritis."
erreicht konzentrationsstörungen stimmung schmerzsymptomatik,2,0.3,
polyarthritischen gelenkbeschwerden,2,0.3,"Hinsichtlich somatischer Beschwerden berichtet die Patientin, dass sie seit Jahren unter chronischen, polyarthritischen Gelenkbeschwerden leide, als Folge der im Jahr 1996 diagnostizierten rheumatoiden Arthritis. | Die Patientin leide seit über zwei Jahre unter chronischen, polyarthritischen Gelenkbeschwerden, als Folge der im Jahr 2020 diagnostizierten Rheumatoide Arthritis."
konzentrationsstörungen stimmung schmerzsymptomatik,2,0.3,
rheumatoiden,2,0.3,"Hinsichtlich somatischer Beschwerden berichtet die Patientin, dass sie seit Jahren unter chronischen, polyarthritischen Gelenkbeschwerden leide, als Folge der im Jahr 1996 diagnostizierten rheumatoiden Arthritis. | Die Patientin betont jedoch, dass das Absetzen von MTX zu einer deutlichen Verschlechterung ihrer Schmerzen im Rahmen der rheumatoiden Arthritis geführt habe."
eindeutige diagnose gestellt,2,0.3,"Auch für diese Beschwerden wurde bislang keine eindeutige Diagnose gestellt. | Die Symptomatik sei für den Patienten einerseits stark beeinträchtigend im Alltag, andererseits psychisch belastend, da bislang keine eindeutige Diagnose gestellt werden konnte."
eindeutige diagnose,2,0.3,"Auch für diese Beschwerden wurde bislang keine eindeutige Diagnose gestellt. | Die Symptomatik sei für den Patienten einerseits stark beeinträchtigend im Alltag, andererseits psychisch belastend, da bislang keine eindeutige Diagnose gestellt werden konnte."
keine eindeutige diagnose,2,0.3,"Auch für diese Beschwerden wurde bislang keine eindeutige Diagnose gestellt. | Die Symptomatik sei für den Patienten einerseits stark beeinträchtigend im Alltag, andererseits psychisch belastend, da bislang keine eindeutige Diagnose gestellt werden konnte."
appendektomie handgelenksfraktur rechts impingement,2,0.3,
hashimoto thyreoiditis,2,0.3,Hashimoto Thyreoiditis - zurzeit Euthyreote Stoffwechsellage (Labor vom 13.09.2024).
leichtgradiges obstruktives schlafapnoe syndrom,2,0.3,Leichtgradiges obstruktives Schlafapnoe Syndrom zurzeit nicht Behandlungsbedürftig.
schwindel thyroxin,2,0.3,
diabetes mellitus gynäkologische,2,0.3,
hypertonie vegetative anamnese durchschlafstörungen,2,0.3,
schlafapnoe syndrom,2,0.3,Leichtgradiges obstruktives Schlafapnoe Syndrom zurzeit nicht Behandlungsbedürftig.
vater diabetes,2,0.3,
arthrose vater diabetes mellitus,2,0.3,
novaminsulfon penicillin schwindel,2,0.3,
hypertonie vegetative anamnese,2,0.3,
einem erschöpfungsgefühl,2,0.3,"drei Jahren unter ausgeprägter Müdigkeit, Abgeschlagenheit und einem Erschöpfungsgefühl mit Einschränkung der Alltagstätigkeiten."
penicillin schwindel thyroxin,2,0.3,
ihres müdigkeitssyndroms,2,0.3,"Die Patientin fügt hinzu, dass ein weiterer wichtiger Faktor für die Verschlimmerung ihres Müdigkeitssyndroms darin bestand, dass sie sich zwischen 2021 und 2022 mehreren Operationen wegen ihres Lipödems unterziehen musste. | Die Patientin berichtet außerdem, dass ein weiterer Aspekt ihres Müdigkeitssyndroms die Entwicklung von Magen-Darm-Beschwerden im Sinne von Appetitlosigkeit, Durchfall und Bauchkrämpfen war, was letztlich zu einem rapiden Gewichtsverlust führte."
vielen jahren dorsalgien bereich,2,0.3,
vielen jahren dorsalgien,2,0.3,
handgelenksfraktur rechts impingement,2,0.3,
novaminsulfon penicillin schwindel thyroxin,2,0.3,
tinnitus rauschen,2,0.3,
jahren episodischen kopfschmerzen,2,0.3,
hinaus verdauungsstörungen vielen jahren,2,0.3,
hinaus verdauungsstörungen vielen,2,0.3,
episodischen kopfschmerzen,2,0.3,"Darüber hinaus gibt die Patientin an, dass sie seit Jahren unter episodischen Kopfschmerzen leidet."
merkfähigkeitsstörungen bezüglich schlafes,2,0.3,
merkfähigkeitsstörungen bezüglich,2,0.3,
merkfähigkeitsstörungen bezüglich schlafes nachts,2,0.3,
konzentrations merkfähigkeitsstörungen bezüglich schlafes,2,0.3,
konzentrations merkfähigkeitsstörungen bezüglich,2,0.3,
jahr dorsalgien bereich schmerzen,2,0.3,
handgelenksfraktur rechts impingement syndrom,2,0.3,
arthritis diagnostiziert allem hand,2,0.3,
